"PRIORITY","CONFIDENCE","BRAND","SUB_SEGMENT","URL","FOUNDER_NAME","FOUNDER_LINKEDIN","FOUNDER_X","INSTAGRAM","EMAIL","FIT_SIGNAL","PERSONALIZATION_HOOK"
"B","medium","Ora Organic (Easy Being Green)","Greens & superfood powder (plant-based/organic)","https://ora.organic","Will Smelko, Erica Bryers, Sebastian Bryers, Ronald Chang","unknown","unknown","@ora.organic","enrich","Founded 2015, San Diego. USDA-organic, vegan plant-based supplement line; greens powder ('Easy Being Green') plus protein, probiotics, creatine. Multi-channel (DTC, Amazon, Vitamin Shoppe, Grove) but founder-led and clearly running paid social - growth-stage challenger.","Co-founder Ron Chang is a professionally trained chef and the brand obsesses over taste - 'Easy Being Green' has a notably restrained, clean ingredient list vs the kitchen-sink competitors. That chef-led, less-is-more story is a differentiated UGC angle in a category full of '70+ ingredient' claims."
"B","medium","Paleovalley (Organic Supergreens)","Greens & superfood powder (grass-free/paleo)","https://paleovalley.com","Chas Smith & Autumn Smith (and Matthew Smith)","unknown","unknown","@paleovalley","enrich","Founded 2017 by a husband-wife + brother team. Organic Supergreens (23 superfoods, no cereal grasses) sits in a broad whole-food supplement catalog sold DTC + Amazon. Mission-driven (regenerative ag) founder-led brand with steady paid-social presence - fits growth-stage challenger profile.","Paleovalley's Supergreens differentiator is 'absolutely no cereal grasses' (vs the wheatgrass/barley-grass everyone else uses) - a contrarian ingredient hook ripe for educational UGC. Co-founder Autumn Smith is a holistic-nutrition doctor with a personal gut-healing origin story, perfect for credibility-led founder UGC."
"B","medium","Peak State Coffee","Whole-bean & ground mushroom-infused coffee (proprietary infusion process)","https://peakstatecoffee.com","Danny Walsh","https://www.linkedin.com/in/danny-walsh-peakstate/","unknown","@peakstatecoffee","enrich","Boulder CO, founded 2020. Won the 2023 Naturally Boulder Pitch Slam. Differentiated patent-pending infusion (real brewed coffee, not instant). Earlier-stage but venture-aware, founder is the face, actively building DTC - plausibly $20-50K/mo on paid as it scales.","Peak State is 'the world's first whole-bean coffee with functional mushrooms' via a patent-pending infusion process - a genuinely novel product format (vs. instant powders); a UGC ad demoing 'it brews like real coffee' attacks the #1 objection to the category."
"B","medium","Primal Harvest (Primal Greens)","Greens & superfood powder","https://primalharvest.com","unknown (publicly cited only as 'Max and Michael')","unknown","unknown","@primalharvest","enrich","Founded 2018, Miami FL. Primal Greens has 50+ superfood ingredients; broad supplement catalog (probiotics, hair, collagen) all sold DTC + Amazon. Bootstrapped/unfunded but high-volume DTC advertiser - consistently appears in greens-powder comparison content, fits the growth-stage paid-social profile.","Primal Harvest runs a wide multi-SKU catalog but Primal Greens is the hero. They lean on 'over 50 superfoods' as the headline claim - an ingredient-stuffing angle that's easy to dramatize with UGC 'what's actually in your greens' creative. Founders are only ever cited as first names 'Max and Michael' - reachability needs enrichment."
"B","medium","Rainbo","Functional mushroom tinctures (lion's mane, reishi, 11:11 blend)","https://rainbo.com/","Tonya Papanikolov","https://ca.linkedin.com/in/tonya-papanikolov","unknown","@rainbo","enrich","Canadian B-Corp, founder-led, premium tincture line with strong editorial/PR footprint (The Quality Edit, Seedlip collabs). Mid-tier DTC mushroom-extract challenger; plausibly $20-50K/mo (set as solid-but-uncertain on exact spend).","Founder Tonya is a holistic nutritionist who hosts the Rainbo podcast and is the brand's on-camera face - very content-forward. Their tinctures are a tough format to sell on impulse via static ads; founder-led education UGC explaining dropper rituals is an obvious creative gap."
"B","medium","Renude (Chagaccino)","Chaga-mushroom coffee/cacao boost powder (add-to-coffee adaptogen blend)","https://drinkrenude.com","Brandon Mizrahie","https://www.linkedin.com/in/brandon-mizrahie/","unknown","@drinkrenude","enrich","Hermosa Beach CA, founded 2018. Built around the 'Chagaccino' - a chaga+cacao stir-in. DTC + retail expansion, founder is a repeat entrepreneur (sold a prior IT company). Mid-size challenger with a distinctive single-hero product, plausibly in the lower end of the target spend band.","The 'Chagaccino' is a stir-in boost rather than a full coffee replacement, so it complements (not replaces) someone's existing coffee - an angle ('upgrade the coffee you already drink') that's underused in their creative and easy to dramatize in UGC."
"B","medium","Sunday Scaries","Calm/focus gummies (CBD + functional mushroom line)","https://sundayscaries.com","Mike Sill & Beau Schmitt (co-founders)","https://www.linkedin.com/in/mikesill/","unknown","@sundayscaries","enrich","San Diego DTC brand founded 2017, well-known CBD-for-anxiety brand that expanded into functional mushroom gummies (Lion's Mane/Chaga/Reishi for focus, sleep, stress). Established DTC engine, strong brand voice, founder-led — solidly in the spend tier, though CBD-rooted rather than pure adaptogen.","Sunday Scaries owns a hilarious, irreverent 'cure your Sunday anxiety' brand voice that already performs on social. Their newer functional-mushroom (non-CBD) line is the natural place to test fresh UGC — an opener noting they nailed CBD creative but the mushroom-gummy line could use the same comedic UGC treatment is specific and flattering."
"B","medium","Sunwink","Sparkling wellness tonics + superfood powders (herbal/adaptogen)","https://sunwink.com","Eliza Ganesh & Jordan Schenck","https://www.linkedin.com/in/jordanschenck","unknown","@drinksunwink","enrich","Founded 2018, raised ~$10.1M, female-founded, in Whole Foods + DTC with active social. Mid-tier plant-based wellness challenger; co-founder Jordan Schenck previously took Impossible Burger to market (strong marketing DNA). Plausibly in the band.","Co-founder Jordan Schenck launched the Impossible Burger's brand before Sunwink and CEO Eliza Ganesh founded it after an autoimmune diagnosis - a founder-marketing pedigree + health-origin story ripe for testimonial UGC. Opener can reference the Impossible pedigree as a credibility hook."
"B","medium","Supergreen Tonik (Human Tonik)","Greens & superfood powder (clinically-dosed)","https://supergreentonik.com","Adam Wright","unknown","unknown","@humantonik","enrich","Founder-led DTC brand (Human Tonik LLC, Delaware) selling Supergreen Tonik plus a reds product (Red Tonik). Positioned on 'clinically proven dosages' / 16 evidence-backed ingredients and a 365-day guarantee. Started as a ~$30K/mo greens supplement per founder interviews - bottom edge of the target tier but clearly a paid-social DTC operator.","Founder Adam Wright openly tells the story of building this for his own Chronic Fatigue Syndrome and brain fog, and gave a Starter Story interview titled 'How I Created A $30K/Month Greens Superfood Powder.' That candor + the 365-day-guarantee angle are strong founder-led UGC hooks. Spend may be at the lower bound - flag for qualification."
"B","medium","Wunderground Coffee","Adaptogenic mushroom coffee (instant + ground, 5,000mg+ fruiting-body mushrooms)","https://wundergroundcoffee.com","Jody Hall","https://www.linkedin.com/in/jody-hall-1b29a86/","unknown","@wundergroundcoffee","enrich","Seattle-based, launched 2021 by Jody Hall (founder of Cupcake Royale, the country's first cupcake bakery, and cannabis brand Goodship). Cafe + DTC, sold at SEA airport. Experienced founder, premium positioning ('Coffee 2.0', 5,000mg+ mushrooms) - a fundable growth-stage challenger.","Jody Hall is a serial Seattle founder (Cupcake Royale, Goodship) positioning Wunderground as 'Coffee 2.0' with the highest fruiting-body dose in category - a transparency/dosage angle that most competitors can't make, ideal for a comparison-style UGC ad."
"B","low","Bears with Benefits","Women's functional gummies (beauty, sleep, ashwagandha calm)","https://bears-with-benefits.us","Laurence Saunier & Marlena Hien (co-founders)","https://www.linkedin.com/company/bears-with-benefits/","unknown","@bearswithbenefits","enrich","Munich-founded (2018) women's functional gummy brand, now US-facing site; acquired by Havea (still founder-associated). Broad functional/adaptogen + beauty-from-within gummy line aimed at women. Established but still scaling into US — strong fit for paid social challenger tier, though now part of a larger group.","Bears with Benefits skews female and 'pretty, shelfie-worthy' in its creative, blending beauty-from-within with adaptogen/calm SKUs. They are pushing into the US market from a strong EU base — a localized US UGC angle with American creators (vs. their Euro-coded content) is a concrete creative gap to open on."
"B","low","Gummy AF","Beauty-from-within collagen gummies (collagen, biotin, vitamin C/E, zinc)","https://gummy.af","Dora Audrey (founder)","unknown","unknown","@gummy.af","enrich","Launched June 2025, viral on TikTok ('glow-up in a gummy'), hydrolyzed collagen + biotin beauty gummy. Founder-led (Dora Audrey), explicitly riding paid + organic social, expanding from Europe into US. New but fast-moving, performance-marketing-dependent — high upside if spend ramps.","Gummy AF is built for the TikTok feed — name, packaging and 'skincare as candy' angle are all UGC-native, and the founder publicly framed the US launch as 'this is going crazy in Europe already, now it's America's turn.' An opener referencing that exact US-expansion moment and offering US-creator UGC to fuel it is highly specific."
"B","low","Micropause","Perimenopause/midlife wellness gummies (functional mushroom + adaptogen + botanical)","https://takemicropause.com","Emily Wagner (founder & CEO)","unknown","unknown","@takemicropause","enrich","Female-founded, self-funded DTC brand making mushroom/adaptogen/botanical gummies for perimenopause and midlife women. Niche, founder-reachable, growing — likely still under the high end of the spend band but a clean ICP fit with a clear founder decision-maker.","Founder Emily Wagner started Micropause after experiencing hot flashes at 51 while creative director at Herbalife — an authentic founder-origin story. The perimenopause/midlife-women angle is underserved in UGC; an opener proposing relatable midlife-creator testimonials (vs. the usual 20-something supplement content) is a sharp, specific hook."
"B","low","Moodi","Women's functional gummies & blends (KSM-66 ashwagandha hormone/sleep gummies)","https://www.moodiblends.com","Kate (co-founder; full surname unverified)","unknown","unknown","@moodiblends","enrich","Women-focused functional wellness brand (NZ-based) with KSM-66 ashwagandha hormone/sleep gummies plus functional drink/protein blends; ~85K IG followers and active promos. Growing DTC brand aimed at women's stress/sleep/hormones — plausible spend tier, founder reachable.","Moodi runs aggressive promo-led growth ('$180k in prizes', $10k Female Founder Grant) and a 'science-backed but delicious' women's-wellness voice with 85K IG followers. An opener referencing their KSM-66 ashwagandha hormone gummy and the gap between their giveaway-driven acquisition and durable UGC creative is specific."
"B","low","Troomy Nootropics","Functional mushroom nootropic gummies (Lion's Mane focus, Reishi, Cordyceps)","https://troomy.com","Bryan Garrison (founder)","unknown","unknown","@troomynootropics","enrich","Southern California nootropics brand (launched 2022), triple-extracted single-mushroom gummies (400mg Lion's Mane focus hero SKU), DTC + Amazon. Smaller single-founder challenger directly in the functional-gummy lane; ad-spend tier plausible but harder to confirm.","Troomy's hook is 'triple-extracted, 400mg Lion's Mane per gummy, no fillers' — a potency/purity story aimed at the focus crowd. A UGC ad around a 'desk worker's afternoon focus' use-case (passionfruit-tangerine gummy at 2pm instead of a third coffee) maps to their actual product framing."
"B","low","Wile","Women's hormone/mood adaptogen supplements (adaptogens, nervines; gummy + capsule)","https://wilewomen.com","Gwen Floyd, Corey Scholibo & Julie Kucinski (co-founders); Judy Greer co-founder/investor","https://www.linkedin.com/in/gwenfloyd/","unknown","@wilewomen","enrich","Plant-based adaptogen brand for women 40-60 (stress, hot flash, mood), in Walgreens nationwide + DTC. Celebrity co-founder (Judy Greer) gives creative firepower and PR reach. Funded, retail-expanding, founder-led — solid mid-tier fit; product mix is broader than just gummies.","Wile targets perimenopausal/menopausal women with clinically-backed adaptogens and has actress Judy Greer as a co-founder — a built-in creative asset. An opener noting that midlife-women UGC is a whitespace (most supplement UGC skews Gen Z) and that they could pair real 45+ creators with Greer's celebrity halo is concrete and on-brand."
"C","medium","8Greens","Effervescent greens tablets/gummies/powder","https://8greens.com","Dawn Russell (with James Russell)","https://www.linkedin.com/company/8greens","unknown","@8greens","enrich","Founded ~2015, NYC. World's-first effervescent greens tablet; ~400% annual sales growth, raised $10M (Prelude Growth Partners), 60%+ revenue from DTC subscription. Acquired by Grove Collaborative in 2025 - so corporate parent now, but the brand still markets founder-led greens in the target tier.","Founder Dawn Russell's origin story is unusually strong - a former model and cancer survivor who made 276 prototypes over 5 years. Their format (effervescent tablet, not a scoop) is itself a visual UGC hook ('I drop it in water and...'). Caveat: post-Grove acquisition the decision-maker may now be corporate, not Dawn - qualify reachability."
"C","medium","DIRTEA","Functional mushroom powders, super-blends & mushroom coffee (lion's mane, chaga, cordyceps)","https://www.dirteaworld.com","Andrew Salter (co-founder/CEO), Simon Salter (co-founder)","https://uk.linkedin.com/in/andrewsalter","unknown","@dirtea","enrich","London, founded 2020 by the Salter brothers. Named UK's fastest-growing food & drink brand (Alantra Fast 50), in ~2,000 UK stores (Selfridges, Harrods, Boots). Internet-first, very heavy paid social. NOTE: now large enough that monthly ad spend may exceed the $100K ceiling - include but flag the size risk.","Andrew Salter is a Forbes 30-under-30 founder and DIRTEA's self-described CMO who built the brand on consumer education content - he personally cares about creative, but their scale means the hook should emphasize incremental creative testing/volume rather than 'getting started'."
"C","low","Barker Wellness","Mushroom adaptogen gummies (daytime focus/energy, nighttime sleep)","https://www.barkerwellness.com","Travis Barker (founder)","unknown","unknown","@barkerwellness","enrich","Celebrity-founded (Travis Barker, 2021) wellness brand; sugar-free day/night mushroom adaptogen gummies just expanded into 880 Target stores (April 2026). DTC + big retail, real ad budget likely — but celebrity ownership means the 'founder is the reachable decision-maker' assumption is weaker.","Barker Wellness just landed mushroom adaptogen gummies in 880 Target stores (April 2026), so they have a fresh retail-velocity story to support with paid social. The day-vs-night gummy duo is a natural UGC split-test, but the celebrity-founder structure means the pitch should target their marketing lead, not Travis directly."
"C","low","Be Well by Kelly","Functional wellness (Fab Four; adaptogen/calm SKUs alongside protein)","https://bewellbykelly.com","Kelly LeVeque (founder)","https://www.linkedin.com/in/kellyleveque/","unknown","@bewellbykelly","enrich","Founder-led brand from celebrity nutritionist Kelly LeVeque (large personal audience, podcast). Functional supplement line with calm/adaptogen elements, though core product is protein powder rather than gummies. Strong founder-as-face DTC; included as plausible adjacent fit, lower confidence on gummy focus.","Kelly LeVeque has a huge built-in audience (podcast, celebrity-nutritionist following) that already drives organic sales. The opportunity/hook is that her brand relies heavily on her personal content; systematized UGC from everyday customers (not just Kelly) could lower CAC — a concrete creative-diversification angle."
"C","low","Birch Boys","Wild-harvested mushroom tinctures & extracts (Chaga focus)","https://birchboys.com/","Garrett Kopp","unknown","unknown","@birchboyschaga","enrich","Adirondack-based founder-led wild-harvest tincture brand with strong story and growing DTC. Smaller challenger - included with uncertainty; likely lower end of spend band but very founder-reachable.","Founder Garrett Kopp started the brand as a teenager after his grandmother brewed wild Chaga during her stage-4 cancer fight - a genuinely cinematic origin. The wild-harvest, Adirondack-forager angle is highly visual and underused in paid creative; founder-in-the-forest UGC would differentiate hard from generic supplement ads."
"C","low","Culture Pop Soda","Probiotic / prebiotic functional soda (gut health)","https://drinkculturepop.com","Tom First","https://www.linkedin.com/in/tom-first","unknown","@drinkculturepop","enrich","Founded by Nantucket Nectars co-founder Tom First; raised ~$36M+ (incl. $21M Series B with Howard Schultz + $15M follow-on). UNCERTAIN: this much capital and a celebrity operator may push spend above the $100K/mo ceiling. Included with that caveat; verify scale before prioritizing.","Tom First built and sold Nantucket Nectars before Culture Pop - a rare repeat-beverage-founder story. Hook references that pedigree, but flag the funding scale ($36M+, Howard Schultz) may put them above the target spend tier; treat as upper-edge."
"C","low","Cuppa (Better Cuppa)","Instant mushroom coffee (lion's mane, cordyceps, ashwagandha, L-theanine, MCT)","https://bettercuppa.com","Krystal San Miguel","https://www.linkedin.com/in/krystal-san-miguel-0ab2154/","unknown","@better.cuppa","enrich","Citrus Heights CA, founder-owned. Active TikTok (@bettercuppa) and IG with mushroom-coffee explainer content. Smaller independent challenger - clearly running social ads but spend is likely at the lower end ($20-40K/mo) or below; uncertainty on exact tier.","Their own TikTok leans on 'why everyone is obsessed with mushroom coffee' explainer content with solid dosing transparency (2,000mg mushrooms, 250mg KSM-66) - a comparison/dosage UGC angle vs. opaque competitors fits the educational tone they already use."
"C","low","Eversio Wellness","Functional mushroom extracts (fruiting-body capsules & blends)","https://www.eversiowellness.com/","Craig Garden & Brandi Garden","unknown","unknown","@eversiowellness","enrich","BC, Canada family-owned, GMP/USDA-organic fruiting-body-only positioning, growing DTC + Amazon presence. Smaller challenger - included with uncertainty on exact spend (likely lower end of band).","Co-founder Brandi Garden built the brand after her own autoimmune journey with functional mushrooms - authentic founder origin. Their 'no mycelium-on-grain, real fruiting body' purity stance is a strong differentiation hook for comparison-style UGC against cheaper competitors."
"C","low","Goldmine Adaptogens","Adaptogen blends (powders; calm/burnout positioning, gummy-adjacent functional)","https://drinkgoldmine.com","Rachael Gorjestani & Tina (co-founders)","https://www.linkedin.com/in/rachaelgorjestani/","unknown","@goldmineadaptogens","enrich","Petaluma CA founder-led adaptogen brand targeting 'Millennial burnout'; in 40+ Whole Foods + DTC. Core format is adaptogen powders rather than gummies, so it's an adjacent/uncertain fit — included as a plausible challenger with a reachable founder, flagged C for format mismatch and likely lower spend.","Goldmine's positioning is explicitly 'adaptogens for Millennial burnout,' founded by a nutritionist + designer duo who were themselves burned out. The hook: their format is powder (harder UGC demo) and a gummy/RTD-style line plus burnout-themed creator content could broaden them — note the format caveat honestly in outreach."
"C","low","JOYA (The Joya Life)","Adaptogenic superblends (cacao/matcha/turmeric/vanilla-maca coffee alternatives) + functional chocolate","https://www.thejoyalife.com","Ruth (Chef Ruthy), founder - full last name unknown","unknown","unknown","@thejoyalife","enrich","Canada-based, chef/nutritionist founder. Cacao, matcha, turmeric and vanilla-maca superblends plus functional chocolate line (launched 2023). ~11K IG followers - smaller brand; could be at or below the bottom of the target spend tier, so flagged uncertain.","JOYA is chef-crafted (founder is a CNP and chef) with 'adventuresome flavors' across cacao/matcha/turmeric blends - a taste-forward, food-first positioning that's perfect for appetite-appeal UGC, but their modest ~11K IG following suggests they may need help scaling before they're at the upper spend tier."
"C","low","MacroLife Naturals (Macro Greens)","Greens & superfood powder (legacy/organic)","https://macrolifenaturals.com","Sylvia Ortiz","https://www.linkedin.com/company/macrolife-naturals-inc-","unknown","@macrolifenaturals","enrich","Founder-led (Sylvia Ortiz), WBENC-certified women/minority-owned brand. Macro Greens is a long-standing greens superfood SKU sold DTC + retail. Legacy brand (1998) but still independent and founder-run - plausible mid-tier paid-social spender, though ad intensity is uncertain.","Macro Greens was literally created by founder Sylvia Ortiz to help heal her son JR - a powerful, decades-old founder origin story that almost no competitor can match. As one of the original greens brands now competing against flashy 2024 entrants, their creative likely feels dated - strong opportunity to modernize with fresh UGC."
"C","low","Mushroom Cups International","Mushroom-infused organic coffee (single-serve / cups format)","https://mushroomcups.com","unknown","unknown","unknown","unknown","enrich","DTC mushroom-infused organic coffee brand referenced as a RYZE-tier competitor by CB Insights. Limited public data on size/founder - included as a plausible-but-unverified small challenger; spend tier uncertain.","Their differentiator is a convenient single-serve 'cups' format of mushroom-infused organic coffee (vs. powder tubs) - a convenience/portability UGC angle (desk, travel, commute) fits the format, though the brand's small footprint makes the spend tier uncertain."
"C","low","Naked Nutrition (Naked Greens)","Greens & superfood powder (minimal-ingredient)","https://nakednutrition.com","Stephen Zieminski","unknown","unknown","@nakednutrition","enrich","DTC supplement brand built on minimal-ingredient transparency ('Nutrition With Nothing To Hide'). Naked Greens (6 organic veg/grasses + adaptogens, no fillers) sits in a broad protein/greens catalog sold DTC + Amazon. Established mid-tier advertiser; greens is one SKU among many.","Naked's entire brand promise is the short, no-filler ingredient label - the opposite of the '70+ superfoods' arms race. That radical-transparency angle is a sharp, differentiated UGC hook ('I read the WHOLE label, here's what's NOT in it'). Greens is a secondary SKU for them, so qualify whether greens-specific ad budget hits the tier."
"C","low","Nested Naturals (Super Greens)","Greens & superfood powder (USDA organic)","https://nestednaturals.com","Jordan Schilling & Kevin Pasco","unknown","unknown","@nestednaturals","enrich","DTC-native, USDA-organic supplement brand with a Super Greens SKU (20+ whole foods, probiotics, enzymes). Vegan/non-GMO, ethically-produced positioning, sold DTC + Amazon. Founder-led mid-tier brand; ad-spend level plausible but not confirmed.","Nested Naturals leans on an 'honest ingredients / give-back' brand ethos and clean organic formula - a values-led angle that pairs naturally with authentic, non-glossy UGC. Worth verifying founders (commonly cited as Jordan Schilling & Kevin Pasco) and current ad intensity before prioritizing."
"C","low","Neuro Gum","Nootropic energy/focus gum & mints (caffeine + L-theanine)","https://neurogum.com/","Kent Yoshimura & Ryan Chen","https://www.linkedin.com/in/kentyoshimura/","unknown","@neurogum","enrich","Fastest-growing TikTok Shop brand recently; ~$7-10M/mo revenue. NOTE: skews TikTok-Shop / organic and historically 'without spending on ads' - may sit above or beside the target Meta-spend band, so flagged C. Strong nootropic-segment fit but verify paid-Meta intent.","Co-founder Kent Yoshimura is a neuroscience-grad muralist/athlete with a magnetic personal brand, and the company exploded off organic Joe Rogan mentions + TikTok Shop creator content. The angle: they've proven creator content works organically - a pitch to systematize that into paid UGC on Meta (where they're light) is highly relevant."
"C","low","Novomins Nutrition","Functional gummies (sleep, peri-menopause, ashwagandha/calm; broad range)","https://novomins.com","Akil Memishi & Dr Peter McQuillan (co-founders)","https://www.linkedin.com/in/akil-memishi/","unknown","@novomins","enrich","UK B-Corp gummy brand, bootstrapped to £3.5M+ revenue in ~2 years, 20+ SKUs including sleep, peri-menopause and adaptogen/calm gummies. Founder-scientist led, fast-growing DTC — strong spend-tier candidate, though range is broader multivitamin than pure adaptogen.","Novomins is UK & Europe's first B-Corp gummy nutrition brand and leans on founder Akil Memishi's clinical-research/oncology background for credibility. An opener tying their science-led B-Corp positioning to founder-on-camera UGC (rare in the gummy space, which is mostly faceless) is a clear differentiator pitch."
"C","low","Nuzest (Good Green Vitality)","Greens & superfood powder (clean/all-in-one)","https://www.nuzest.com","Trevor Bolland (with Dr. Cliff Harvey)","unknown","unknown","@nuzest","enrich","Founder-led greens + plant-protein brand (AU/NZ origin, US DTC site nuzest.com). Good Green Vitality is an all-in-one greens/vitamin powder co-developed with a nutrition PhD. International DTC with subscription - mid-tier challenger, though US ad spend specifically is uncertain.","Good Green Vitality is positioned as a clinician-co-developed 'all-in-one' (Dr. Cliff Harvey) rather than an influencer product - a credibility/science angle under-leveraged in their creative. Founder Trevor Bolland's story (built it after a family health scare per brand lore) is worth enriching for a founder-led hook."
"C","low","Om Mushroom Superfood","Functional mushroom powders, capsules & broths","https://ommushrooms.com/","Sandra Carter & Steve Farrar","https://www.linkedin.com/company/ommushroom/","unknown","@ommushrooms","enrich","Vista, CA vertically-integrated grower (own organic facility), broad SKU range across energy/focus/sleep. Established mid-market mushroom brand - on the larger end but still founder-attributable; plausible $20-100K/mo.","They grow all their own mushrooms in a Certified-Organic BRCGS-AA facility - a verifiable supply-chain proof point most competitors can't claim. That 'seed-to-supplement, we grow it ourselves' story is a credibility hook for trust-building UGC, which their fairly traditional creative underuses."
"C","low","Pella Nutrition","Instant mushroom coffee (7-mushroom blend) + functional sea moss","https://mypellanutrition.com","unknown","unknown","unknown","@pellanutrition","enrich","US-based, strong Amazon presence (7-superfood-mushroom instant coffee, 60-cup packs) plus DTC site and Facebook. Positions on 'real ingredients vs artificial stimulants'. Mid-to-smaller challenger; ad spend tier uncertain and founder not publicly identified.","Pella's wedge is a 7-mushroom blend (lion's mane, reishi, chaga, cordyceps, shiitake, maitake, turkey tail) at a value price point - a 'most mushrooms per cup for the price' value/comparison ad angle suits their Amazon-heavy, value positioning."
"C","low","Society's Plant","Mood gummies (THC microdose + CBD + adaptogenic mushrooms)","https://societysplant.com","Bianca Snyder (founder; aka 'High Society Mama')","unknown","unknown","@societysplant","enrich","Founder-led DTC brand (since 2019), 10,000+ customers, hero 'in the mood' gummy blends THC microdose + CBD + adaptogenic mushrooms. Mom-creator founder with strong personal brand. Fits founder-reachable challenger profile, though cannabinoid content complicates Meta ad eligibility.","Founder Bianca Snyder built the brand off her 'High Society Mama' creator persona and a top-selling 'get in the mood' adaptogen+microdose gummy. An opener acknowledging the Meta ad-policy headache for cannabinoid brands and offering compliant UGC/creator-led creative (a real pain point for this segment) is both specific and useful."
"C","low","Sweet Revolution","Functional mushroom lattes & mushroom chai (chaga, lion's mane, reishi) - UK","https://sweetrevolution.co.uk","Jane Nicholls","unknown","unknown","@sweetrevolutionuk","enrich","Wetherby, UK. Free-from functional latte/chai blends with chaga, lion's mane, reishi; recently launched a mushroom coffee and 'Pure Blends' line. UK challenger, smaller-scale; ad-spend tier uncertain (likely lower end), included as C-tier.","They just launched a 'Pure Blends' functional latte line and a new mushroom coffee - a fresh-product-launch window is the ideal moment for new creative, though their smaller UK footprint means the spend tier is uncertain."
"C","low","Three Spirit","Adaptogen + nootropic non-alcoholic botanical elixirs (lion's mane, ashwagandha)","https://threespiritdrinks.com","Meeta Gournay, Tatiana Mercer & Dash Lilley","unknown","unknown","@threespiritdrinks","enrich","UK/US functional non-alc pioneer (raised ~$3M, Series A). UNCERTAIN on spend tier: acquired by Amber Beverage Group in Oct 2025, so ad budget/decision-making may now sit with the parent rather than the original founders. Included as a plausible-but-uncertain fit.","Three Spirit's elixirs are designed by 'plant scientists and bartenders' (Livener, Nightcap, Social Elixir) with a distinctly editorial, science-forward voice. Caveat: post-acquisition by Amber Beverage, confirm the decision-maker before outreach. Hook = science-led founder narrative meets relatable use-occasion UGC."
"C","low","TRIP","CBD + adaptogen functional relaxation drinks (UK, expanding US)","https://www.drink-trip.com","Olivia Ferdi & Daniel Khoury","https://www.linkedin.com/in/olivia-ferdi","unknown","@trip","enrich","LIKELY TOO BIG / upper-edge: raised $40M in Nov 2025 at ~$300M valuation, revenue surpassing $100M, 11,000+ retail doors. Their monthly ad spend almost certainly EXCEEDS the $100K/mo ceiling. Included only as a boundary case / de-prioritized - they are closer to giant tier than challenger.","Husband-and-wife founders Olivia Ferdi and Daniel Khoury left law/finance to build TRIP after a CBD recovery experience. Caveat: at $100M revenue and $300M valuation they likely outspend the target band - de-prioritize unless targeting their enterprise creative volume specifically."
"C","low","Wooden Spoon Herbs","Caffeine-free herbal coffee / mushroom cocoa (prebiotic roots + adaptogenic mushrooms)","https://woodenspoonherbs.com","Lauren Haynes","unknown","unknown","@woodenspoonherbs","enrich","Tennessee-based herbalist-founded brand that grew from an Appalachian farmers'-market stall. Offers Herbal Coffee and Mushroom Cocoa. Authentic founder story and loyal following, but likely smaller-scale and more organic-growth-driven - spend tier uncertain, included as a C-tier possibility.","Founder Lauren Haynes is a working herbalist whose brand started at an Appalachian farmers' market - an unusually authentic origin story; founder-led UGC built around her herbalist credibility would differentiate them, but their craft/organic scale makes the paid-spend tier uncertain."
